Date,Open,High,Low,Close,Adj Close,Volume
2009-01-01,26.700001,30.250000,23.770000,28.330000,24.126911,197849000
2009-02-01,28.000000,30.250000,19.420000,19.650000,16.734688,289614500
2009-03-01,19.190001,22.889999,16.180000,20.930000,17.824787,343674000
2009-04-01,20.610001,26.100000,19.850000,23.520000,20.059824,289077700
2009-05-01,23.559999,29.690001,22.740000,26.600000,22.686712,205106600
2009-06-01,26.900000,28.430000,23.230000,24.980000,21.305040,278463500
2009-07-01,25.090000,29.709999,23.690001,28.059999,23.931913,234371800
2009-08-01,28.340000,30.000000,25.420000,28.000000,23.880749,193463900
2009-09-01,27.940001,29.879999,24.520000,25.040001,21.356211,264571800
2009-10-01,24.889999,26.799999,23.500000,25.950001,22.132334,308267500
2009-11-01,26.020000,29.740000,25.639999,28.670000,24.452177,189972900
2009-12-01,29.000000,33.250000,27.299999,30.480000,25.995899,333531300
2010-01-01,31.379999,36.070000,30.969999,33.000000,28.145170,278076300
2010-02-01,33.029999,34.299999,31.389999,33.860001,28.878647,218638400
2010-03-01,34.000000,35.160000,31.930000,32.669998,27.863712,262189500
2010-04-01,32.799999,34.000000,29.620001,30.309999,25.850914,290275300
2010-05-01,30.500000,30.740000,27.969999,29.070000,24.816116,200376300
2010-06-01,29.180000,31.799999,28.309999,28.400000,24.244165,235428300
2010-07-01,28.309999,31.719999,27.129999,30.450001,26.103277,184052600
2010-08-01,30.889999,33.790001,30.820000,31.719999,27.191977,175165600
2010-09-01,32.009998,35.939999,31.840000,35.110001,30.098061,160229900
2010-10-01,35.070000,37.950001,33.939999,36.049999,31.017849,171901700
2010-11-01,36.270000,37.500000,34.500000,36.520000,31.422239,180833400
2010-12-01,37.139999,38.060001,34.939999,36.110001,31.069481,159579700
2011-01-01,36.380001,42.439999,36.369999,41.049999,35.436321,162433900
2011-02-01,41.360001,44.330002,40.900002,42.580002,36.757103,125298200
2011-03-01,42.560001,45.750000,41.459999,45.200001,39.018803,121843800
2011-04-01,45.500000,49.400002,43.299999,49.230000,42.619991,136937300
2011-05-01,49.400002,51.459999,46.970001,48.950001,42.377575,158332700
2011-06-01,48.700001,52.639999,47.570000,51.580002,44.654449,165969400
2011-07-01,51.840000,53.500000,48.110001,49.630001,43.108112,148267000
2011-08-01,50.279999,50.360001,41.270000,47.520000,41.275391,231912900
2011-09-01,47.580002,51.240002,44.090000,46.119999,40.059357,178852800
2011-10-01,45.770000,50.000000,41.320000,47.990002,41.827690,181413500
2011-11-01,46.810001,48.880001,43.419998,48.770000,42.507545,144450500
2011-12-01,48.590000,51.709999,47.630001,50.680000,44.172268,132044300
2012-01-01,51.240002,54.180000,49.820000,51.790001,45.292336,156819300
2012-02-01,52.160000,56.160000,50.680000,55.750000,48.755508,132436700
2012-03-01,55.750000,59.430000,53.400002,58.939999,51.545280,139862700
2012-04-01,58.939999,59.709999,55.480000,56.150002,49.248875,134294800
2012-05-01,56.270000,57.419998,53.779999,55.770000,48.915577,115177500
2012-06-01,55.220001,60.750000,54.689999,58.500000,51.310059,165413900
2012-07-01,58.889999,59.310001,50.889999,51.090000,44.976017,165278500
2012-08-01,51.209999,55.029999,50.320000,54.299999,47.801872,120000500
2012-09-01,54.400002,56.750000,52.580002,55.410000,48.779030,133898300
2012-10-01,55.720001,58.290001,55.340000,56.000000,49.497646,107598600
2012-11-01,55.860001,57.240002,51.090000,54.389999,48.074577,137959500
2012-12-01,54.560001,55.820000,53.279999,54.240002,47.942013,94058200
2013-01-01,54.880001,56.689999,51.360001,55.209999,48.993435,161036700
2013-02-01,55.740002,58.259998,52.509998,53.450001,47.431606,120496500
2013-03-01,53.340000,57.310001,52.880001,57.209999,50.768227,109815200
2013-04-01,57.160000,63.950001,57.009998,59.930000,53.388885,157336600
2013-05-01,59.959999,64.900002,58.869999,62.630001,55.794182,119800600
2013-06-01,62.889999,66.190002,60.950001,65.480003,58.333122,103889300
2013-07-01,65.889999,73.660004,64.650002,72.849998,65.471390,116538400
2013-08-01,73.230003,73.669998,71.000000,71.739998,64.473839,70393400
2013-09-01,71.809998,75.879997,70.400002,71.610001,64.356987,88995300
2013-10-01,71.739998,75.489998,66.720001,68.260002,61.577332,154282100
2013-11-01,68.269997,74.989998,67.949997,74.480003,67.188385,77403500
2013-12-01,73.639999,75.540001,70.199997,75.300003,67.928108,87821400
2014-01-01,74.910004,77.330002,70.839996,72.279999,65.452324,111391100
2014-02-01,72.139999,77.709999,69.570000,77.269997,69.970963,100618500
2014-03-01,76.699997,83.320000,75.650002,81.989998,74.245102,104454400
2014-04-01,82.349998,83.050003,73.610001,75.040001,68.197121,112712300
2014-05-01,75.050003,79.739998,74.260002,79.629997,72.368553,73562500
2014-06-01,79.769997,82.540001,77.529999,81.750000,74.295250,75611400
2014-07-01,81.739998,87.239998,80.550003,81.050003,74.005241,87663600
2014-08-01,81.139999,87.230003,78.739998,86.680000,79.145882,69078600
2014-09-01,87.120003,88.849998,85.580002,86.250000,78.753242,67055400
2014-10-01,86.000000,95.669998,80.720001,95.010002,87.120758,108326400
2014-11-01,95.449997,99.419998,93.010002,98.629997,90.440155,68331900
2014-12-01,98.750000,104.000000,95.750000,101.089996,92.695885,82445400
2015-01-01,101.500000,114.320000,98.459999,106.250000,97.794792,100742400
2015-02-01,106.730003,116.580002,105.070000,113.629997,104.587502,76172000
2015-03-01,113.629997,123.760002,111.650002,118.290001,108.876656,83244700
2015-04-01,119.519997,122.320000,111.120003,111.400002,102.878006,86883100
2015-05-01,112.290001,121.849998,111.739998,120.209999,111.014038,72260800
2015-06-01,120.540001,124.110001,115.360001,122.000000,112.667107,106449200
2015-07-01,122.949997,126.050003,116.660004,121.400002,112.587868,95034600
2015-08-01,121.610001,126.209999,95.000000,115.699997,107.301605,84232500
2015-09-01,113.360001,125.120003,111.010002,116.010002,107.589119,94372800
2015-10-01,115.940002,125.989998,110.070000,117.779999,109.703125,105913800
2015-11-01,118.639999,119.949997,109.610001,112.709999,104.980812,82097600
2015-12-01,113.529999,121.089996,113.050003,117.639999,109.572716,76147300
2016-01-01,116.910004,117.889999,107.510002,115.160004,107.726097,88345100
2016-02-01,114.830002,122.260002,108.830002,119.099998,111.411743,72337900
2016-03-01,119.489998,131.100006,119.370003,128.899994,120.579132,70857500
2016-04-01,128.690002,135.110001,125.260002,131.679993,123.688011,71253100
2016-05-01,132.610001,134.750000,128.529999,133.669998,125.557251,55534400
2016-06-01,133.580002,141.309998,133.020004,141.199997,132.630234,76424000
2016-07-01,141.160004,144.479996,139.320007,143.199997,135.121353,71163700
2016-08-01,143.419998,144.160004,135.550003,136.050003,128.374771,50523900
2016-09-01,136.820007,141.779999,132.389999,140.000000,132.101883,67502400
2016-10-01,139.350006,146.360001,133.029999,141.330002,133.972687,82024500
2016-11-01,141.509995,159.759995,136.220001,158.320007,150.078232,96049600
2016-12-01,159.119995,164.000000,156.229996,160.039993,152.312744,76784500
2017-01-01,161.130005,163.800003,156.089996,162.100006,154.273315,72828900
2017-02-01,162.750000,166.759995,156.490005,165.380005,157.394943,72701100
2017-03-01,166.720001,172.139999,162.740005,164.009995,156.091095,84728500
2017-04-01,164.619995,176.070007,164.250000,174.880005,167.056610,61871600
2017-05-01,175.000000,178.889999,166.649994,175.179993,167.343185,63390800
2017-06-01,175.779999,188.660004,175.190002,185.419998,177.125092,65419100
2017-07-01,186.289993,193.000000,183.860001,191.809998,183.985916,55903600
2017-08-01,193.399994,199.490005,190.630005,198.899994,190.786728,50905300
2017-09-01,199.789993,200.759995,188.250000,195.850006,187.861130,57668800
2017-10-01,196.589996,212.770004,186.000000,210.220001,202.410202,81206400
2017-11-01,211.619995,228.750000,208.919998,211.130005,203.286423,69053700
2017-12-01,228.889999,231.770004,218.190002,220.460007,212.986496,55743700
2018-01-01,221.020004,250.789993,220.000000,236.779999,228.753265,82310600
2018-02-01,235.259995,237.820007,208.479996,226.160004,218.493271,80192600
2018-03-01,225.699997,231.270004,212.500000,214.000000,206.745468,79400300
2018-04-01,218.460007,241.669998,214.630005,236.399994,229.142288,72689800
2018-05-01,237.000000,249.169998,228.229996,241.509995,234.095428,59234200
2018-06-01,243.740005,256.730011,241.289993,245.339996,237.807816,55299900
2018-07-01,245.000000,259.010010,244.119995,253.220001,246.314117,49156400
