Date,Open,High,Low,Close,Adj Close,Volume
2009-01-01,18.000000,19.235001,17.285000,18.160000,15.292965,96856600
2009-02-01,17.860001,19.545000,15.825000,15.880000,13.372923,77251600
2009-03-01,15.635000,16.725000,13.750000,16.330000,13.825875,111860000
2009-04-01,16.180000,18.485001,15.900000,16.820000,14.240736,80875800
2009-05-01,16.840000,18.790001,16.799999,18.549999,15.705447,67360000
2009-06-01,18.695000,18.990000,17.379999,17.740000,15.104300,85780800
2009-07-01,17.850000,20.770000,17.540001,19.719999,16.790121,71870100
2009-08-01,19.790001,21.469999,19.260000,21.309999,18.143890,62543400
2009-09-01,21.219999,22.840000,20.870001,22.379999,19.109964,56172200
2009-10-01,22.360001,23.860001,21.440001,22.150000,18.913567,68404300
2009-11-01,22.250000,25.190001,22.070000,24.690001,21.082438,61482100
2009-12-01,24.750000,26.580000,24.139999,26.070000,22.333818,69234100
2010-01-01,26.290001,28.000000,25.660000,27.260000,23.353273,67836100
2010-02-01,27.459999,28.610001,26.650000,28.040001,24.021490,75565700
2010-03-01,27.969999,29.430000,27.610001,28.920000,24.848566,65730200
2010-04-01,28.990000,31.790001,28.420000,30.850000,26.506857,78430100
2010-05-01,31.030001,31.959999,28.950001,31.280001,26.876324,90424800
2010-06-01,31.030001,33.270000,30.309999,31.750000,27.349783,96287400
2010-07-01,31.629999,32.930000,27.820000,29.969999,25.816471,134598800
2010-08-01,30.280001,30.790001,27.090000,27.280001,23.499283,65043200
2010-09-01,27.459999,31.820000,27.459999,30.660000,26.483480,61005500
2010-10-01,30.850000,33.830002,30.400000,32.830002,28.357885,61712400
2010-11-01,32.919998,33.360001,30.510000,30.850000,26.647596,66689500
2010-12-01,31.160000,34.720001,31.070000,34.119999,29.568253,53768500
2011-01-01,34.259998,37.080002,33.910000,35.860001,31.076136,55700600
2011-02-01,36.110001,37.950001,34.400002,37.910000,32.852650,50224000
2011-03-01,37.910000,39.900002,35.950001,39.560001,34.376461,54907400
2011-04-01,39.750000,42.500000,38.860001,40.639999,35.314945,52278900
2011-05-01,40.759998,42.500000,40.389999,41.220001,35.818958,47413800
2011-06-01,41.090000,41.720001,39.799999,41.400002,36.074543,47145300
2011-07-01,41.369999,43.470001,37.619999,38.310001,33.382023,68994300
2011-08-01,38.349998,40.000000,34.330002,39.580002,34.488667,90856000
2011-09-01,39.480000,40.369999,37.150002,37.270000,32.572620,56932700
2011-10-01,37.009998,42.320000,34.740002,40.799999,35.657707,58200800
2011-11-01,39.509998,40.700001,35.750000,37.150002,32.467743,45238900
2011-12-01,37.020000,37.790001,35.560001,37.189999,32.614040,47960400
2012-01-01,37.770000,40.220001,37.529999,38.970001,34.175026,45855100
2012-02-01,39.230000,39.900002,36.110001,37.369999,32.771889,59842600
2012-03-01,37.189999,39.759998,36.200001,39.660000,34.900959,58588200
2012-04-01,39.700001,39.740002,36.279999,37.209999,32.744946,56808500
2012-05-01,37.060001,37.580002,35.480000,36.990002,32.551342,61480000
2012-06-01,36.650002,39.349998,36.020000,39.349998,34.751251,40673100
2012-07-01,39.529999,40.360001,36.910000,39.700001,35.060341,54090200
